ImageId,Label
321,8
322,4
323,1
324,1
325,9
326,8
327,4
328,5
329,1
330,5
331,3
332,6
333,3
334,1
335,3
336,0
337,9
338,0
339,0
340,6
341,0
342,6
343,2
344,1
345,8
346,6
347,0
348,6
349,5
350,2
351,8
352,6
353,7
354,7
355,2
356,5
357,8
358,8
359,9
360,2
361,9
362,8
363,6
364,3
365,8
366,4
367,2
368,3
369,8
370,1
371,6
372,4
373,8
374,7
375,9
376,7
377,6
378,9
379,5
380,3
381,7
382,6
383,5
384,5
385,4
386,2
387,6
388,2
389,1
390,3
391,7
392,1
393,7
394,9
395,9
396,6
397,1
398,1
399,1
400,7
401,3
402,9
403,7
404,6
405,1
406,1
407,1
408,9
409,3
410,5
411,5
412,5
413,0
414,4
415,1
416,2
417,3
418,1
419,1
420,3
421,5
422,9
423,6
424,6
425,5
426,3
427,1
428,4
429,7
430,7
431,7
432,4
433,8
434,5
435,2
436,6
437,1
438,3
439,9
440,5
441,0
442,8
443,4
444,7
445,4
446,4
447,4
448,1
449,5
450,3
451,9
452,5
453,7
454,6
455,9
456,5
457,9
458,2
459,3
460,3
461,8
462,6
463,7
464,5
465,0
466,5
467,1
468,7
469,4
470,4
471,1
472,1
473,4
474,9
475,5
476,6
477,0
478,1
479,3
480,1
481,0
482,4
483,8
484,1
485,2
486,7
487,9
488,4
489,8
490,3
491,7
492,7
493,4
494,2
495,4
496,6
497,7
498,5
499,3
500,2
501,0
502,6
503,5
504,4
505,4
506,1
507,8
508,3
509,3
510,0
511,6
512,7
513,8
514,8
515,7
516,5
517,3
518,5
519,7
520,4
521,3
522,6
523,9
524,0
525,7
526,7
527,1
528,0
529,1
530,1
531,7
532,0
533,5
534,3
535,8
536,3
537,5
538,6
539,5
540,7
541,3
542,0
543,2
544,8
545,2
546,0
547,3
548,0
549,9
550,2
551,1
552,1
553,3
554,0
555,5
556,5
557,0
558,7
559,5
560,6
561,2
562,2
563,3
564,8
565,1
566,6
567,5
568,4
569,1
570,1
571,4
572,6
573,5
574,3
575,6
576,0
577,4
578,8
579,2
580,4
581,2
582,5
583,1
584,7
585,6
586,9
587,1
588,7
589,3
590,8
591,0
592,8
593,8
594,4
595,5
596,2
597,6
598,6
599,6
600,0
601,3
602,5
603,1
604,7
605,1
606,6
607,2
608,8
609,5
610,6
611,4
612,7
613,4
614,3
615,3
616,2
617,4
618,7
619,0
620,0
621,9
622,8
623,5
624,9
625,4
626,0
627,8
628,1
629,3
630,6
631,2
632,6
633,1
634,8
635,6
636,1
637,4
638,7
639,7
640,8
641,3
642,0
643,4
644,9
645,6
646,7
647,7
648,4
649,4
650,1
651,8
652,4
653,8
654,0
655,2
656,8
657,2
658,4
659,3
660,3
661,7
662,2
663,3
664,4
665,0
666,4
667,8
668,1
669,3
670,5
671,6
672,3
673,9
674,4
675,3
676,8
677,7
678,7
679,2
680,6
681,0
682,6
683,9
684,8
685,1
686,1
687,3
688,4
689,6
690,9
691,9
692,2
693,6
694,0
695,1
696,8
697,4
698,3
699,9
700,8
701,8
702,4
703,0
704,5
705,0
706,6
707,0
708,4
709,4
710,6
711,5
712,3
713,8
714,1
715,5
716,3
717,6
718,2
719,3
720,7
721,8
722,9
723,3
724,1
725,0
726,1
727,0
728,6
729,4
730,7
731,5
732,7
733,1
734,3
735,2
736,7
737,7
738,1
739,5
740,1
741,5
742,4
743,4
744,3
745,4
746,3
747,9
748,2
749,7
750,8
751,6
752,4
753,9
754,4
755,4
756,1
757,4
758,7
759,1
760,1
761,8
762,7
763,0
764,4
765,0
766,4
767,0
768,0
769,5
770,1
771,8
772,6
773,5
774,0
775,1
776,5
777,3
778,4
779,6
780,3
781,1
782,1
783,6
784,4
785,8
786,3
787,5
788,5
789,4
790,8
791,5
792,5
793,0
794,4
795,0
796,4
797,3
798,1
799,6
800,9
801,7
802,1
803,1
804,3
805,3
806,1
807,4
808,9
809,6
810,9
811,1
812,5
813,4
814,2
815,3
816,4
817,4
818,0
819,9
820,7
821,4
822,3
823,0
824,5
825,0
826,1
827,9
828,0
829,4
830,5
831,2
832,8
833,2
834,5
835,9
836,3
837,9
838,6
839,1
840,5
841,5
842,1
843,9
844,0
845,8
846,4
847,6
848,7
849,2
850,8
851,5
852,8
853,9
854,7
855,7
856,2
857,8
858,1
859,3
860,4
861,5
862,0
863,4
864,1
865,4
866,2
867,3
868,6
869,9
870,2
871,3
872,4
873,5
874,4
875,2
876,3
877,8
878,1
879,1
880,0
881,1
882,4
883,9
884,1
885,1
886,2
887,7
888,1
889,5
890,4
891,9
892,1
893,7
894,6
895,0
896,4
897,2
898,9
899,4
900,1
901,1
902,5
903,3
904,5
905,7
906,9
907,7
908,8
909,3
910,2
911,7
912,2
913,0
914,4
915,7
916,1
917,6
918,4
919,6
920,1
921,8
922,7
923,3
924,5
925,9
926,4
927,7
928,9
929,6
930,6
931,3
932,3
933,2
934,1
935,4
936,5
937,3
938,7
939,7
940,9
941,5
942,6
943,2
944,6
945,1
946,0
947,9
948,3
949,2
950,9
951,2
952,6
953,7
954,5
955,2
956,3
957,2
958,8
959,3
960,0
961,2
962,7
963,9
964,4
965,0
966,9
967,5
968,1
969,8
970,8
971,5
972,3
973,2
974,9
975,6
976,7
977,0
978,8
979,0
980,7
981,4
982,5
983,8
984,7
985,9
986,7
987,7
988,0
989,5
990,3
991,2
992,1
993,9
994,5
995,6
996,8
997,3
998,6
999,2
1000,2
1001,9
1002,0
1003,7
1004,0
1005,7
1006,1
1007,3
1008,4
1009,6
1010,3
1011,9
1012,2
1013,6
1014,3
1015,7
1016,3
1017,7
1018,2
1019,3
1020,4
1021,8
1022,5
1023,9
1024,8
1025,6
1026,2
1027,6
1028,1
1029,5
1030,5
1031,1
1032,9
1033,1
1034,8
1035,9
1036,4
1037,5
1038,3
1039,5
1040,2
1041,0
1042,1
1043,6
1044,1
1045,9
1046,2
1047,2
1048,7
1049,7
1050,5
1051,6
1052,2
1053,6
1054,3
1055,5
1056,9
1057,1
1058,1
1059,3
1060,6
1061,3
1062,0
1063,0
1064,6
1065,0
1066,9
1067,4
1068,7
1069,0
1070,5
1071,9
1072,8
1073,8
1074,7
1075,6
1076,9
1077,2
1078,6
1079,1
1080,2
1081,9
1082,3
1083,0
1084,2
1085,3
1086,7
1087,7
1088,6
1089,6
1090,3
1091,1
1092,3
1093,1
1094,0
1095,1
1096,7
1097,6
1098,8
1099,3
1100,3
1101,3
1102,4
1103,2
1104,9
1105,1
1106,8
1107,2
1108,0
1109,6
1110,4
1111,6
1112,7
1113,2
1114,4
1115,1
1116,0
1117,5
1118,2
1119,6
1120,4
1121,9
1122,8
1123,5
1124,4
1125,1
1126,6
1127,3
1128,8
1129,6
1130,1
1131,2
1132,0
1133,5
1134,8
1135,0
1136,3
1137,6
1138,8
1139,7
1140,7
1141,7
1142,6
1143,0
1144,2
1145,1
1146,2
1147,8
1148,4
1149,5
1150,5
1151,3
1152,8
1153,7
1154,8
1155,4
1156,7
1157,4
1158,4
1159,1
1160,8
1161,0
1162,9
1163,1
1164,9
1165,0
1166,6
1167,4
1168,1
1169,2
1170,4
1171,5
1172,8
1173,2
1174,9
1175,1
1176,8
1177,2
1178,2
1179,7
1180,2
1181,5
1182,3
1183,8
1184,9
1185,9
1186,0
1187,7
1188,0
1189,3
1190,3
1191,9
1192,7
1193,3
1194,3
1195,8
1196,8
1197,9
1198,3
1199,2
1200,5
1201,4
1202,4
1203,8
1204,3
1205,0
1206,1
1207,7
1208,9
1209,6
1210,4
1211,0
1212,4
1213,7
1214,8
1215,4
1216,5
1217,9
1218,6
1219,9
1220,8
1221,2
1222,0
1223,0
1224,5
1225,0
1226,5
1227,9
1228,4
1229,9
1230,9
1231,5
1232,4
1233,3
1234,0
1235,5
1236,4
1237,1
1238,9
1239,5
1240,4
1241,9
1242,9
1243,5
1244,7
1245,8
1246,2
1247,4
1248,7
1249,4
1250,3
1251,8
1252,6
1253,6
1254,0
1255,4
1256,5
1257,5
1258,7
1259,6
1260,5
1261,5
1262,1
1263,7
1264,4
1265,2
1266,2
1267,6
1268,9
1269,9
1270,8
1271,1
1272,1
1273,3
1274,1
1275,2
1276,0
1277,4
1278,0
1279,2
1280,7
1281,6
1282,1
1283,4
1284,7
1285,0
1286,7
1287,1
1288,0
1289,3
1290,3
1291,1
1292,9
1293,8
1294,4
1295,6
1296,5
1297,9
1298,8
1299,6
1300,3
1301,6
1302,6
1303,6
1304,1
1305,1
1306,4
1307,0
1308,7
1309,8
1310,0
1311,4
1312,6
1313,7
1314,9
1315,5
1316,9
1317,6
1318,2
1319,4
1320,7
1321,5
1322,9
1323,8
1324,5
1325,1
1326,8
1327,0
1328,3
1329,6
1330,8
1331,1
1332,3
1333,6
1334,3
1335,1
1336,9
1337,1
1338,4
1339,5
1340,8
1341,2
1342,2
1343,9
1344,1
1345,3
1346,3
1347,0
1348,5
1349,6
1350,1
1351,8
1352,3
1353,6
1354,7
1355,2
1356,3
1357,2
1358,9
1359,8
1360,1
1361,5
1362,9
1363,8
1364,7
1365,3
1366,8
1367,4
1368,0
1369,8
1370,2
1371,1
1372,6
1373,7
1374,6
1375,1
1376,1
1377,0
1378,5
1379,0
1380,9
1381,1
1382,7
1383,4
1384,0
1385,8
1386,7
1387,5
1388,5
1389,8
1390,8
1391,7
1392,5
1393,4
1394,3
1395,7
1396,9
1397,4
1398,7
1399,2
1400,7
1401,4
1402,1
1403,5
1404,8
1405,2
1406,3
1407,5
1408,9
1409,8
1410,4
1411,5
1412,9
1413,1
1414,5
1415,1
1416,9
1417,3
1418,7
1419,5
1420,1
1421,7
1422,9
1423,2
1424,5
1425,6
1426,8
1427,8
1428,5
1429,0
1430,8
1431,8
1432,4
1433,7
1434,1
1435,9
1436,6
1437,8
1438,9
1439,4
1440,9
1441,9
1442,6
1443,3
1444,2
1445,7
1446,4
1447,8
1448,0
1449,4
1450,9
1451,0
1452,8
1453,8
1454,3
1455,0
1456,9
1457,0
1458,8
1459,7
1460,0
1461,8
1462,5
1463,3
1464,3
1465,6
1466,2
1467,5
1468,3
1469,1
1470,7
1471,3
1472,1
1473,0
1474,6
1475,5
1476,9
1477,3
1478,2
1479,9
1480,4
1481,8
1482,8
1483,8
1484,6
1485,4
1486,4
1487,0
1488,7
1489,8
1490,9
1491,6
1492,7
1493,3
1494,8
1495,9
1496,5
1497,0
1498,1
1499,6
1500,0
1501,3
1502,0
1503,1
1504,8
1505,3
1506,8
1507,6
1508,0
1509,1
1510,2
1511,0
1512,7
1513,3
1514,6
1515,9
1516,2
1517,3
1518,1
1519,7
1520,7
1521,9
1522,5
1523,9
1524,9
1525,1
1526,1
1527,5
1528,8
1529,3
1530,2
1531,5
1532,4
1533,1
1534,8
1535,4
1536,0
1537,7
1538,0
1539,1
1540,0
1541,0
1542,7
1543,1
1544,3
1545,5
1546,5
1547,8
1548,9
1549,7
1550,4
1551,4
1552,6
1553,0
1554,1
1555,9
1556,2
1557,7
1558,4
1559,8
1560,5
1561,0
1562,5
1563,9
1564,8
1565,7
1566,5
1567,0
1568,1
1569,9
1570,9
1571,6
1572,3
1573,0
1574,8
1575,7
1576,5
1577,2
1578,6
1579,1
1580,7
1581,2
1582,3
1583,8
1584,8
1585,1
1586,4
1587,6
1588,2
1589,4
1590,8
1591,2
1592,3
1593,6
1594,3
1595,8
1596,2
1597,9
1598,1
1599,3
1600,2
1601,5
1602,8
1603,7
1604,7
1605,6
1606,2
1607,0
1608,3
1609,2
1610,8
1611,1
1612,5
1613,4
1614,3
1615,3
1616,1
1617,9
1618,3
1619,2
1620,1
1621,1
1622,8
1623,6
1624,1
1625,3
1626,4
1627,4
1628,9
1629,6
1630,6
1631,7
1632,5
1633,9
1634,6
1635,6
1636,1
1637,0
1638,7
1639,8
1640,8
1641,8
1642,3
1643,7
1644,7
1645,7
1646,1
1647,4
1648,6
1649,1
1650,0
1651,0
1652,8
1653,7
1654,7
1655,8
1656,8
1657,9
1658,8
1659,2
1660,4
1661,8
1662,1
1663,3
1664,5
1665,1
1666,3
1667,3
1668,6
1669,6
1670,5
1671,4
1672,8
1673,3
1674,4
1675,5
1676,9
1677,8
1678,2
1679,0
1680,1
1681,3
1682,3
1683,5
1684,6
1685,5
1686,3
1687,6
1688,1
1689,3
1690,3
1691,7
1692,1
1693,5
1694,6
1695,2
1696,1
1697,7
1698,4
1699,5
1700,9
1701,0
1702,2
1703,8
1704,0
1705,9
1706,5
1707,3
1708,0
1709,8
1710,0
1711,7
1712,7
1713,1
1714,5
1715,4
1716,4
1717,9
1718,7
1719,0
1720,3
1721,1
1722,3
1723,3
1724,6
1725,2
1726,4
1727,7
1728,1
1729,6
1730,5
1731,9
1732,3
1733,4
1734,1
1735,9
1736,4
1737,0
1738,3
1739,5
1740,1
1741,0
1742,0
1743,5
1744,3
1745,9
1746,4
1747,9
1748,1
1749,0
1750,0
1751,5
1752,7
1753,1
1754,6
1755,8
1756,3
1757,7
1758,0
1759,3
1760,8
1761,2
1762,8
1763,6
1764,7
1765,9
1766,1
1767,8
1768,4
1769,5
1770,3
1771,1
1772,5
1773,2
1774,2
1775,5
1776,3
1777,8
1778,8
1779,2
1780,7
1781,4
1782,8
1783,5
1784,7
1785,0
1786,6
1787,6
1788,2
1789,3
1790,2
1791,2
1792,9
1793,1
1794,9
1795,6
1796,9
1797,2
1798,2
1799,6
1800,0
1801,4
1802,0
1803,0
1804,0
1805,0
1806,3
1807,0
1808,4
1809,3
1810,6
1811,7
1812,8
1813,6
1814,0
1815,5
1816,1
1817,8
1818,5
1819,6
1820,0
1821,2
1822,7
1823,6
1824,1
1825,3
1826,9
1827,9
1828,3
1829,0
1830,3
1831,5
1832,9
1833,6
1834,8
1835,3
1836,1
1837,0
1838,0
1839,9
1840,0
1841,6
1842,6
1843,2
1844,4
1845,3
1846,0
1847,2
1848,7
1849,1
1850,5
1851,8
1852,5
1853,8
1854,8
1855,4
1856,7
1857,4
1858,3
1859,6
1860,5
1861,7
1862,3
1863,1
1864,6
1865,7
1866,1
1867,3
1868,1
1869,8
1870,8
1871,1
1872,5
1873,2
1874,2
1875,6
1876,9
1877,0
1878,2
1879,1
1880,2
1881,7
1882,4
1883,4
1884,5
1885,3
1886,0
1887,4
1888,5
1889,1
1890,9
1891,6
1892,9
1893,7
1894,6
1895,5
1896,0
1897,1
1898,1
1899,3
1900,8
1901,4
1902,6
1903,0
1904,0
1905,3
1906,7
1907,9
1908,8
1909,5
1910,9
1911,3
1912,1
1913,5
1914,0
1915,9
1916,1
1917,7
1918,9
1919,0
1920,8
1921,9
1922,0
1923,6
1924,9
1925,2
1926,4
1927,2
1928,1
1929,4
1930,4
1931,4
1932,3
1933,8
1934,6
1935,5
1936,6
1937,1
1938,3
1939,5
1940,9
1941,3
1942,9
1943,7
1944,0
1945,7
1946,6
1947,5
1948,8
1949,6
1950,6
1951,0
1952,7
1953,4
1954,5
1955,3
1956,7
1957,7
1958,8
1959,5
1960,8
1961,5
1962,5
1963,3
1964,6
1965,8
1966,3
1967,6
1968,1
1969,9
1970,8
1971,0
1972,9
1973,4
1974,9
1975,5
1976,8
1977,4
1978,6
1979,9
1980,3
1981,0
1982,9
1983,4
1984,6
1985,4
1986,0
1987,2
1988,0
1989,1
1990,7
1991,5
1992,9
1993,8
1994,7
1995,8
1996,6
1997,2
1998,0
1999,0
2000,3
2001,7
2002,8
2003,6
2004,1
2005,6
2006,7
2007,2
2008,5
2009,5
2010,7
2011,1
2012,1
2013,4
2014,1
2015,6
2016,6
2017,7
2018,0
2019,8
2020,4
2021,7
2022,0
2023,9
2024,4
2025,6
2026,2
2027,6
2028,7
2029,3
2030,2
2031,9
2032,6
2033,5
2034,2
2035,5
2036,8
2037,5
2038,6
2039,3
2040,2
2041,2
2042,7
2043,8
2044,3
2045,4
2046,9
2047,2
2048,8
2049,0
2050,2
2051,4
2052,0
2053,9
2054,4
2055,5
2056,8
2057,8
2058,9
2059,3
2060,3
2061,5
2062,9
2063,0
2064,7
2065,0
2066,5
2067,5
2068,1
2069,9
2070,1
2071,9
2072,9
2073,4
2074,6
2075,4
2076,6
2077,8
2078,9
2079,0
2080,0
2081,8
2082,2
2083,1
2084,6
2085,8
2086,2
2087,2
2088,2
2089,8
2090,5
2091,5
2092,7
2093,3
2094,3
2095,5
2096,9
2097,6
2098,2
2099,3
2100,4
2101,3
2102,7
2103,7
2104,9
2105,2
2106,6
2107,6
2108,9
2109,5
2110,8
2111,0
2112,6
2113,7
2114,6
2115,2
2116,2
2117,4
2118,0
2119,6
2120,2
2121,1
2122,9
2123,2
2124,5
2125,7
2126,5
2127,6
2128,2
2129,0
2130,6
2131,8
2132,2
2133,4
2134,4
2135,5
2136,1
2137,6
2138,8
2139,1
2140,4
2141,6
2142,6
2143,1
2144,5
2145,2
2146,5
2147,2
2148,0
2149,1
2150,1
2151,4
2152,7
2153,0
2154,3
2155,6
2156,5
2157,0
2158,5
2159,2
2160,0
2161,8
2162,9
2163,1
2164,5
2165,7
2166,3
2167,3
2168,6
2169,1
2170,6
2171,5
2172,9
2173,5
2174,2
2175,0
2176,7
2177,4
2178,0
2179,2
2180,7
2181,4
2182,4
2183,6
2184,0
2185,4
2186,6
2187,8
2188,9
2189,1
2190,7
2191,4
2192,7
2193,9
2194,4
2195,7
2196,4
2197,8
2198,5
2199,9
2200,5
2201,5
2202,1
2203,9
2204,3
2205,6
2206,4
2207,0
2208,2
2209,6
2210,8
2211,8
2212,0
2213,4
2214,2
2215,1
2216,2
2217,6
2218,7
2219,3
2220,7
2221,9
2222,1
2223,5
2224,5
2225,4
2226,0
2227,1
2228,4
2229,2
2230,1
2231,1
2232,4
2233,2
2234,2
2235,1
2236,1
2237,7
2238,9
2239,4
2240,8
2241,0
2242,8
2243,9
2244,3
2245,8
2246,9
2247,4
2248,6
2249,3
2250,3
2251,3
2252,9
2253,0
2254,3
2255,6
2256,9
2257,1
2258,4
2259,6
2260,0
2261,6
2262,0
2263,5
2264,9
2265,0
2266,1
2267,8
2268,0
2269,4
2270,2
2271,0
2272,1
2273,5
2274,3
2275,4
2276,5
2277,7
2278,6
2279,8
2280,8
2281,7
2282,9
2283,0
2284,3
2285,2
2286,6
2287,0
2288,5
2289,5
2290,9
2291,6
2292,5
2293,4
2294,2
2295,1
2296,4
2297,3
2298,6
2299,6
2300,8
2301,7
2302,2
2303,2
2304,0
2305,3
2306,4
2307,5
2308,3
2309,3
2310,1
2311,6
2312,4
2313,5
2314,9
2315,7
2316,0
2317,1
2318,2
2319,5
2320,3
2321,2
2322,6
2323,4
2324,2
2325,5
2326,9
2327,3
2328,4
2329,6
2330,3
2331,5
2332,8
2333,2
2334,8
2335,9
2336,8
2337,7
2338,5
2339,3
2340,9
2341,9
2342,4
2343,6
2344,7
2345,3
2346,6
2347,9
2348,9
2349,6
2350,6
2351,6
2352,9
2353,4
2354,8
2355,9
2356,4
2357,1
2358,7
2359,2
2360,8
2361,8
2362,0
2363,5
2364,6
2365,7
2366,1
2367,8
2368,0
2369,8
2370,0
2371,3
2372,2
2373,2
2374,4
2375,2
2376,1
2377,1
2378,6
2379,7
2380,6
2381,7
2382,5
2383,3
2384,6
2385,6
2386,3
2387,4
2388,8
2389,7
2390,8
2391,8
2392,7
2393,0
2394,0
2395,7
2396,7
2397,1
2398,6
2399,0
2400,3
2401,9
2402,9
2403,8
2404,5
2405,1
2406,9
2407,0
2408,1
2409,0
2410,5
2411,8
2412,9
2413,0
2414,1
2415,9
2416,0
2417,9
2418,9
2419,4
2420,2
2421,2
2422,5
2423,5
2424,0
2425,0
2426,5
2427,9
2428,4
2429,3
2430,4
2431,2
2432,5
2433,0
2434,0
2435,3
2436,2
2437,3
2438,5
2439,9
2440,0
2441,1
2442,1
2443,5
2444,9
2445,8
2446,2
2447,3
2448,3
2449,4
2450,4
2451,1
2452,0
2453,8
2454,3
2455,5
2456,5
2457,6
2458,9
2459,1
2460,9
2461,8
2462,7
2463,0
2464,3
2465,3
2466,8
2467,1
2468,0
2469,3
2470,3
2471,9
2472,7
2473,3
2474,1
2475,9
2476,6
2477,3
2478,3
2479,4
2480,0
2481,2
2482,1
2483,3
2484,9
2485,5
2486,1
2487,7
2488,9
2489,7
2490,9
2491,6
2492,1
2493,5
2494,6
2495,6
2496,9
2497,0
2498,4
2499,2
2500,2
2501,4
2502,3
2503,7
2504,6
2505,4
2506,1
2507,4
2508,2
2509,4
2510,1
2511,0
2512,2
2513,2
2514,1
2515,0
2516,2
2517,7
2518,2
2519,6
2520,0
2521,2
2522,0
2523,2
2524,0
2525,0
2526,5
2527,0
2528,3
2529,3
2530,0
2531,6
2532,6
2533,4
2534,1
2535,5
2536,9
2537,2
2538,4
2539,2
2540,4
2541,1
2542,1
2543,3
2544,0
2545,1
2546,1
2547,5
2548,0
2549,2
2550,9
2551,7
2552,3
2553,6
2554,8
2555,8
2556,8
2557,8
2558,7
2559,2
2560,6
2561,9
2562,4
2563,5
2564,7
2565,1
2566,3
2567,6
2568,0
2569,9
2570,9
2571,4
2572,6
2573,8
2574,6
2575,4
2576,1
2577,0
2578,3
2579,3
2580,0
2581,1
2582,8
2583,9
2584,1
2585,5
2586,7
2587,7
2588,3
2589,4
2590,6
2591,2
2592,9
2593,3
2594,0
2595,7
2596,2
2597,8
2598,8
2599,2
2600,4
2601,0
2602,6
2603,9
2604,8
2605,3
2606,9
2607,9
2608,0
2609,1
2610,6
2611,7
2612,7
2613,5
2614,4
2615,6
2616,8
2617,9
2618,6
2619,6
2620,3
2621,3
2622,5
2623,2
2624,1
2625,6
2626,4
2627,1
2628,9
2629,9
2630,6
2631,4
2632,6
2633,4
2634,5
2635,9
2636,4
2637,9
2638,8
2639,3
2640,2
2641,5
2642,1
2643,6
2644,2
2645,8
2646,7
2647,2
2648,8
2649,4
2650,7
2651,4
2652,1
2653,0
2654,1
2655,9
2656,0
2657,7
2658,4
2659,9
2660,0
2661,9
2662,2
2663,4
2664,0
2665,3
2666,6
2667,7
2668,4
2669,3
2670,7
2671,0
2672,2
2673,8
2674,5
2675,1
2676,4
2677,2
2678,4
2679,5
2680,2
2681,6
2682,6
2683,8
2684,3
2685,6
2686,7
2687,4
2688,1
2689,4
2690,8
2691,3
2692,2
2693,5
2694,4
2695,0
2696,9
2697,0
2698,1
2699,4
2700,9
2701,7
2702,7
2703,3
2704,9
2705,5
2706,3
2707,1
2708,9
2709,2
2710,6
2711,7
2712,7
2713,1
2714,0
2715,5
2716,1
2717,6
2718,8
2719,8
2720,6
2721,7
2722,3
2723,7
2724,2
2725,8
2726,5
2727,5
2728,0
2729,2
2730,1
2731,6
2732,6
2733,4
2734,9
2735,9
2736,1
2737,6
2738,9
2739,8
2740,5
2741,3
2742,7
2743,7
2744,8
2745,3
2746,4
2747,7
2748,0
2749,4
2750,2
2751,3
2752,4
2753,3
2754,1
2755,9
2756,6
2757,3
2758,0
2759,0
2760,2
2761,8
2762,9
2763,8
2764,1
2765,1
2766,8
2767,1
2768,3
2769,2
2770,3
2771,1
2772,0
2773,5
2774,8
2775,5
2776,0
2777,7
2778,2
2779,0
2780,6
2781,1
2782,8
2783,1
2784,1
2785,8
2786,2
2787,2
2788,6
2789,1
2790,7
2791,9
2792,7
2793,6
2794,7
2795,5
2796,1
2797,9
2798,6
2799,3
2800,7
2801,6
2802,4
2803,4
2804,4
2805,0
2806,8
2807,2
2808,0
2809,8
2810,6
2811,4
2812,8
2813,1
2814,9
2815,2
2816,9
2817,5
2818,1
2819,5
2820,1
2821,1
2822,4
2823,9
2824,0
2825,1
2826,2
2827,4
2828,6
2829,1
2830,9
2831,2
2832,9
2833,2
2834,9
2835,2
2836,6
2837,6
2838,5
2839,5
2840,5
2841,8
2842,8
2843,6
2844,1
2845,1
2846,6
2847,1
2848,2
2849,1
2850,9
2851,4
2852,7
2853,3
2854,7
2855,1
2856,0
2857,6
2858,4
2859,6
2860,5
2861,3
2862,3
2863,4
2864,0
2865,1
2866,1
2867,6
2868,0
2869,8
2870,1
2871,2
2872,1
2873,6
2874,4
2875,3
2876,7
2877,0
2878,4
2879,0
2880,3
2881,1
2882,4
2883,9
2884,2
2885,1
2886,7
2887,5
2888,9
2889,6
2890,8
2891,5
2892,8
2893,6
2894,0
2895,8
2896,7
2897,9
2898,9
2899,3
2900,1
2901,3
2902,2
2903,3
2904,1
2905,1
2906,2
2907,0
2908,0
2909,7
2910,7
2911,8
2912,1
2913,6
2914,0
2915,6
2916,7
2917,4
2918,3
2919,6
2920,7
2921,2
2922,2
2923,8
2924,9
2925,9
2926,4
2927,2
2928,7
2929,7
2930,2
2931,5
2932,1
2933,7
2934,7
2935,3
2936,7
2937,8
2938,8
2939,2
2940,5
2941,6
2942,1
2943,9
2944,7
2945,7
2946,7
2947,8
2948,9
2949,9
2950,7
2951,8
2952,9
2953,5
2954,2
2955,4
2956,5
2957,0
2958,7
2959,6
2960,1
2961,6
2962,2
2963,2
2964,7
2965,0
2966,5
2967,6
2968,9
2969,5
2970,8
2971,8
2972,2
2973,2
2974,9
2975,7
2976,9
2977,5
2978,1
2979,1
2980,1
2981,4
2982,5
2983,6
2984,1
2985,7
2986,0
2987,7
2988,9
2989,2
2990,7
2991,2
2992,3
2993,1
2994,5
2995,7
2996,1
